PRCDDA,PwMode,SA_im
35202775,Walk,2.102610892
35202776,Car/motor,242.4227747
35202777,Car/motor,220.7315537
35202778,Car/motor,218.6442927
35202778,Transit,30.29509279
35202779,Car/motor,131.1487637
35202787,Car/motor,195.0863245
35202788,Car/motor,287.88214
35202788,Transit,61.00420421
35202788,Walk,3.022541362
35202789,Car/motor,247.7579733
35202789,Walk,2.123841384
35202790,Car/motor,334.7942362
35202790,Transit,47.92116902
35202790,Walk,8.911084531
35202791,Car/motor,107.5292228
35202791,Transit,63.06669459
35202792,Car/motor,78.86249905
35202792,Transit,30.8712734
35202792,Walk,2.615936498
35202797,Car/motor,306.0299346
35202797,Transit,21.1869774
35202798,Car/motor,172.0937117
35202798,Walk,4.999826563
35202799,Car/motor,325.9858654
35202799,Transit,14.70248097
35202800,Car/motor,99.15461261
35202800,Transit,20.45368123
35202801,Car/motor,217.9641519
35202801,Transit,23.25551547
35202801,Walk,2.684087869
35202802,Car/motor,129.0494245
35202802,Transit,25.02251903
35202803,Car/motor,304.0491718
35202803,Transit,43.55324434
35202803,Walk,3.119546476
35202804,Car/motor,175.724303
35202804,Transit,0.002141885
35202804,Walk,7.17754878
35202805,Car/motor,163.6861998
35202805,Transit,18.20245312
35202805,Walk,3.542377231
35202806,Bike,606.2326929
35202806,Car/motor,145.4603881
35202806,Transit,30.11735733
35202806,Walk,6.762940702
35202807,Bike,365.1945431
35202807,Car/motor,389.3529057
35202807,Transit,52.30466192
35202807,Walk,3.707486067
35202808,Bike,422.0795978
35202808,Car/motor,117.2639478
35202808,Transit,25.60018777
35202809,Car/motor,105.7470543
35202810,Car/motor,174.6866869
35202811,Car/motor,210.5914088
35202811,Transit,34.3872257
35202811,Walk,5.725021045
35202812,Car/motor,129.7707383
35202812,Transit,20.54496203
35202812,Walk,5.785794471
35202813,Car/motor,102.7790826
35202813,Walk,2.47446671
35202814,Car/motor,147.3251369
35202817,Bike,257.8419785
35202817,Car/motor,303.0584639
35202817,Transit,111.3784723
35202817,Walk,21.44973991
35202818,Car/motor,437.9545077
35202818,Transit,74.02688254
35202818,Walk,22.8631754
35202819,Car/motor,181.4707125
35202819,Transit,98.19411531
35202819,Walk,9.927223439
35202820,Car/motor,557.8850314
35202820,Transit,107.6474048
35202820,Walk,31.8719458
35202821,Transit,58.91498278
35202821,Walk,11.4252518
35202823,Car/motor,130.66439
35202823,Transit,41.48620082
35202823,Walk,5.867618169
35202840,Car/motor,15.47024273
35202840,Transit,25.24859542
35202842,Car/motor,52.59340529
35202842,Walk,6.309125185
35202843,Car/motor,35.92402822
35202843,Transit,33.2782507
35202843,Walk,6.840604744
35202845,Car/motor,88.06744929
35202845,Transit,18.05053399
35202845,Walk,4.341110532
35202846,Car/motor,71.45729288
35202846,Walk,4.825292297
35202847,Car/motor,51.25394113
35202847,Transit,25.43490035
35202847,Walk,3.626404866
35202848,Car/motor,91.94323034
35202848,Transit,31.45685439
35202848,Walk,8.124367197
35202849,Car/motor,18.0807437
35202849,Transit,19.98263014
35202849,Walk,6.679886475
35202850,Bike,338.7256904
35202850,Car/motor,201.8335918
35202850,Transit,149.2580991
35202850,Walk,31.31330274
35202878,Car/motor,108.7940492
35202878,Walk,2.673235433
35202879,Car/motor,428.9900725
35202879,Transit,33.04623824
35202879,Walk,5.37816158
35202880,Car/motor,224.2255747
35202880,Transit,63.37856212
35202880,Walk,1.839299944
35202881,Car/motor,106.8031698
35202881,Transit,20.54493183
35202881,Walk,3.043671912
35202882,Car/motor,200.7650021
35202882,Transit,34.45845648
35202883,Car/motor,120.3281778
35202884,Car/motor,265.1146192
35202886,Car/motor,198.6206654
35202887,Car/motor,186.2899206
35202888,Car/motor,311.8597683
35202889,Car/motor,203.9439468
35202890,Car/motor,303.885965
35202890,Transit,31.48395136
35202891,Car/motor,256.0893916
35202891,Transit,41.77541578
35202892,Car/motor,128.8166738
35202892,Transit,15.97263835
35202893,Car/motor,207.0350394
35202893,Transit,52.93787316
35202894,Car/motor,229.4458883
35202894,Transit,72.17737353
35202894,Walk,1.262489359
35202895,Car/motor,168.4647481
35202895,Transit,21.60408814
35202896,Car/motor,279.3421021
35202897,Car/motor,200.3446432
35202898,Car/motor,241.5745033
35202899,Car/motor,268.537087
35202900,Car/motor,257.366833
35202900,Transit,17.10098795
35202901,Car/motor,180.7794525
35202901,Transit,17.74854684
35202901,Walk,2.472076767
35202902,Car/motor,153.026947
35202902,Transit,32.36177894
35202903,Car/motor,268.3674469
35202903,Transit,77.82177038
35202904,Car/motor,197.603016
35202904,Transit,31.32998259
35202905,Car/motor,212.3392979
35202906,Car/motor,320.0019049
35202906,Transit,49.03673463
35202906,Walk,3.397139839
35202907,Car/motor,110.221539
35202907,Transit,52.35140078
35202910,Car/motor,52.87802944
35202910,Transit,31.41101624
35202910,Walk,2.528077845
35202911,Car/motor,181.1011999
35202911,Transit,16.53865886
35202912,Car/motor,206.319589
35202918,Car/motor,242.502883
35202918,Transit,33.17070493
35202919,Car/motor,169.7880041
35202919,Walk,1.973725847
35202920,Car/motor,281.6693816
35202928,Car/motor,338.507813
35202928,Transit,63.68701474
35202930,Car/motor,227.4361953
35202930,Transit,17.37930096
35202930,Walk,2.130011889
35202931,Car/motor,257.2654996
35202931,Transit,34.32219352
35202931,Walk,1.907723824
35202932,Car/motor,177.5169839
35202933,Car/motor,168.7078156
35202935,Car/motor,276.7703249
35202935,Transit,23.77390148
35202936,Car/motor,227.1778119
35202937,Car/motor,264.4480157
35202937,Transit,30.24047367
35202938,Car/motor,256.1465375
35202938,Transit,27.09751818
35202939,Car/motor,212.5881493
35202939,Transit,58.52402106
35202940,Car/motor,158.8002513
35202940,Transit,25.30212932
35202940,Walk,1.069355446
35202941,Car/motor,314.8900645
35202942,Car/motor,187.8812525
35202943,Car/motor,208.1660023
35202943,Transit,39.89013481
35202943,Walk,3.259215276
35202944,Car/motor,348.9227243
35202944,Walk,2.348163565
35202945,Car/motor,163.3594444
35202946,Car/motor,245.1931151
35202947,Car/motor,373.6981767
35202947,Transit,20.06597277
35202948,Car/motor,213.6549342
35202949,Car/motor,282.8644962
35202949,Transit,35.76510171
35202950,Car/motor,264.4620671
35202950,Transit,21.36969322
35202951,Car/motor,143.8358359
35202951,Walk,1.750554552
35202952,Car/motor,214.714928
35202953,Car/motor,201.3062615
35202953,Transit,0.006293831
35202954,Car/motor,239.2597068
35202954,Transit,7.53499068
35202955,Car/motor,198.935657
35202955,Transit,37.40057016
35202965,Car/motor,193.6240697
35202965,Transit,0.000514924
35202966,Car/motor,120.6931588
35202966,Transit,8.172334946
35202967,Car/motor,126.6120462
35202968,Car/motor,285.324374
35202969,Car/motor,146.3591347
35202969,Transit,15.11676963
35202970,Car/motor,112.8208773
35202971,Car/motor,196.0931937
35202971,Transit,10.71511998
35202972,Car/motor,130.9835973
35202972,Transit,20.60511161
35202973,Car/motor,205.9261785
35202974,Car/motor,146.8707774
35202975,Car/motor,135.4331933
35202976,Car/motor,101.7318592
35202977,Car/motor,44.79399023
35202982,Car/motor,92.51123816
35202983,Car/motor,149.5668839
35202983,Transit,22.85145795
35202985,Car/motor,117.1983856
35202986,Car/motor,175.0731862
35202987,Car/motor,204.6073572
35202988,Car/motor,156.6595232
35202989,Car/motor,196.6103961
35202990,Car/motor,207.7573088
35202990,Transit,35.70255207
35202991,Car/motor,254.8610594
35202991,Transit,35.49109797
35202992,Car/motor,181.2302572
35202993,Car/motor,241.8440543
35202994,Car/motor,151.3649849
35202995,Car/motor,151.3072224
35202996,Car/motor,248.7946461
35202996,Transit,22.57904328
35202997,Car/motor,166.8738639
35202998,Car/motor,150.5214265
35202998,Transit,15.32326023
35202999,Car/motor,111.8246324
35203000,Car/motor,243.8461364
35203000,Transit,12.49223255
35203001,Car/motor,161.0945651
35203002,Car/motor,235.2492641
35203002,Transit,17.01387713
35203003,Car/motor,155.3161881
35203003,Transit,11.00396382
35203004,Car/motor,225.3933747
35203005,Car/motor,259.9866069
35203006,Car/motor,193.2396078
35203007,Car/motor,177.0839889
35203008,Car/motor,255.9441247
35203009,Car/motor,145.5266579
35203015,Car/motor,69.27064757
35203016,Car/motor,86.63405373
35203016,Transit,7.048479989
35203018,Car/motor,35.55104833
35203018,Transit,4.199673391
35203026,Car/motor,93.678337
35203026,Transit,16.24798941
35203027,Car/motor,84.96484285
35203027,Transit,15.14471165
35203028,Car/motor,55.85475355
35203028,Transit,6.539737901
35203029,Car/motor,29.29395969
35203030,Car/motor,59.49773436
35203030,Transit,4.271332142
35203031,Car/motor,126.9226179
35203031,Transit,10.06334249
35203032,Car/motor,79.93678344
35203033,Car/motor,30.82557896
35203033,Transit,0.001548828
35203034,Car/motor,4.8886244
35203035,Car/motor,117.150086
35203035,Transit,11.08678108
35203036,Car/motor,56.10640604
35203036,Transit,6.548264173
35203037,Car/motor,104.6355696
35203037,Transit,6.334574731
35203038,Car/motor,134.6585507
35203038,Transit,0.006909538
35203039,Car/motor,52.42874396
35203039,Transit,9.744511598
35203040,Car/motor,41.88769363
35203041,Car/motor,115.1005964
35203041,Transit,9.120549402
35203042,Car/motor,98.72060281
35203042,Transit,4.784921654
35203043,Car/motor,50.67513263
35203044,Car/motor,17.47047803
35203045,Car/motor,57.84528078
35203045,Transit,3.956880478
35203046,Car/motor,65.52109925
35203047,Car/motor,85.78494674
35203047,Transit,8.636540235
35203048,Car/motor,132.6915512
35203048,Transit,6.8799313
35203049,Car/motor,62.86210538
35203050,Car/motor,11.91085173
35203050,Transit,9.540512594
35203051,Car/motor,85.68639323
35203051,Transit,26.18286463
35203052,Car/motor,18.82401184
35203053,Car/motor,136.4956131
35203053,Transit,34.28005643
35203054,Car/motor,163.7745539
35203054,Transit,30.01456946
35203054,Walk,0.421843974
35203055,Car/motor,47.96026111
35203055,Transit,18.39391251
35203056,Car/motor,141.1903026
35203056,Transit,14.09538871
35203057,Car/motor,169.3973783
35203057,Transit,19.22380798
35203057,Walk,0.3278444
35203058,Car/motor,62.13821136
35203058,Transit,2.335906826
35203059,Car/motor,81.9385181
35203060,Car/motor,41.9135093
35203061,Car/motor,62.89220523
35203061,Transit,0.00179598
35203064,Car/motor,61.93548517
35203064,Transit,11.40424073
35203071,Car/motor,53.36952367
35203071,Transit,9.488186061
35203072,Car/motor,64.85910054
35203072,Transit,8.123125391
35203073,Car/motor,63.50312109
35203073,Transit,8.147645274
35203074,Car/motor,50.87432594
35203074,Transit,0.007609893
35203075,Car/motor,79.36438526
35203075,Transit,11.68364014
35203077,Car/motor,55.78550796
35203077,Transit,6.511770735
35203079,Car/motor,35.29798509
35203080,Car/motor,60.38180314
35203080,Transit,14.62366652
35203081,Car/motor,61.06883017
35203081,Transit,7.260490565
35203082,Car/motor,66.25143548
35203082,Transit,10.06770381
35203086,Car/motor,182.7914375
35203086,Transit,17.74323258
35203093,Car/motor,151.6138239
35203093,Transit,7.347293175
35203094,Car/motor,164.3281212
35203095,Car/motor,158.3683903
35203096,Car/motor,156.9631682
35203096,Transit,14.66089407
35203097,Car/motor,119.9734894
35203097,Transit,8.893767386
35203098,Car/motor,94.97188186
35203098,Transit,6.840480185
35203102,Car/motor,111.1730802
35203105,Car/motor,94.17496822
35203105,Transit,3.746820295
35203107,Car/motor,209.2413291
35203107,Transit,0.000931402
35203108,Car/motor,228.533338
35203109,Car/motor,315.8722804
35203110,Car/motor,170.5850655
35203111,Car/motor,128.3302217
35203112,Car/motor,123.8226351
35203113,Car/motor,97.02969707
35203126,Car/motor,139.6291707
35203126,Transit,15.91664338
35203126,Walk,0.782098693
35203127,Car/motor,213.9676947
35203127,Transit,16.3253968
35203128,Car/motor,129.9328608
35203128,Transit,11.67293887
35203129,Car/motor,65.4982133
35203129,Transit,16.05300434
35203130,Car/motor,59.73311494
35203130,Transit,25.74844332
35203131,Car/motor,268.754208
35203131,Transit,0.007973571
35203132,Car/motor,69.0824743
35203132,Transit,11.07088547
35203133,Car/motor,49.90944365
35203133,Transit,10.36026544
35203133,Walk,0.530215662
35203134,Car/motor,83.85062153
35203134,Transit,14.95446403
35203135,Car/motor,186.0088094
35203135,Transit,20.13734438
35203136,Car/motor,126.8949257
35203136,Transit,16.40594898
35203137,Car/motor,206.8762826
35203138,Car/motor,86.51247593
35203138,Transit,11.44210776
35203139,Car/motor,204.0059245
35203140,Car/motor,256.3807604
35203141,Car/motor,192.8286262
35203142,Car/motor,114.5319098
35203142,Transit,0.001868082
35203143,Car/motor,137.4853827
35203143,Transit,0.000629017
35203144,Car/motor,122.5054275
35203144,Transit,0.005647606
35203146,Car/motor,168.5014912
35203146,Transit,0.009792491
35203147,Car/motor,271.737764
35203147,Transit,0.017894328
35203148,Car/motor,141.0473021
35203149,Car/motor,242.0760765
35203149,Transit,76.04872947
35203149,Walk,2.423998064
35203150,Car/motor,99.77793457
35203150,Transit,0.013549931
35203150,Walk,0.957274104
35203151,Car/motor,62.05329827
35203151,Transit,28.92462262
35203152,Car/motor,179.4295417
35203152,Transit,25.78211327
35203152,Walk,1.138757724
35203153,Car/motor,134.3925684
35203153,Transit,35.19564506
35203153,Walk,1.797769877
35203154,Car/motor,97.28120292
35203154,Transit,45.65424555
35203156,Car/motor,30.97540895
35203156,Transit,11.79686172
35203157,Bike,1193.95509
35203157,Car/motor,2774.356328
35203157,Transit,596.8535996
35203157,Walk,92.71143228
35203160,Bike,618.6816323
35203160,Car/motor,684.531202
35203160,Transit,203.6450269
35203160,Walk,18.65014932
35203161,Car/motor,38.99968836
35203161,Transit,17.21459531
35203162,Bike,771.9910936
35203162,Car/motor,254.8217073
35203162,Walk,6.33336433
35203163,Car/motor,147.7232018
35203163,Transit,30.2934424
35203163,Walk,3.916681855
35203167,Car/motor,34.90553523
35203170,Bike,277.70424
35203170,Car/motor,118.074823
35203170,Transit,49.86473741
35203174,Bike,232.086127
35203174,Transit,0.329974671
35203176,Bike,1245.420418
35203176,Car/motor,1124.291988
35203176,Transit,280.213574
35203176,Walk,27.73578621
35203177,Bike,502.6133636
35203177,Car/motor,988.8315078
35203177,Transit,96.56144076
35203177,Walk,10.68975127
35203183,Car/motor,43.7748044
35203183,Transit,29.07991271
35203183,Walk,2.643519049
35203184,Car/motor,73.03859708
35203184,Transit,25.7244594
35203184,Walk,4.3942007
35203190,Car/motor,395.3941062
35203190,Transit,73.14637241
35203190,Walk,7.263371076
35203191,Car/motor,65.29148782
35203192,Car/motor,195.0698032
35203192,Transit,27.18724964
35203192,Walk,2.461051241
35203193,Car/motor,157.2834465
35203193,Transit,23.72386186
35203193,Walk,2.101975649
35203194,Car/motor,92.83429496
35203194,Transit,41.19285912
35203194,Walk,1.699931028
35203195,Car/motor,131.469525
35203195,Transit,37.85892384
35203195,Walk,1.860884137
35203196,Car/motor,81.97262993
35203197,Car/motor,124.2165425
35203197,Walk,2.252538613
35203198,Car/motor,119.5253089
35203199,Bike,250.1225125
35203199,Car/motor,65.82350056
35203199,Transit,30.05162765
35203199,Walk,1.630421251
35203200,Car/motor,219.8926955
35203200,Transit,14.7073578
35203200,Walk,2.050557081
35203201,Car/motor,108.2006345
35203201,Transit,37.84712623
35203201,Walk,2.808147292
35203202,Car/motor,87.32318972
35203202,Transit,22.28719023
35203203,Car/motor,84.84573324
35203203,Transit,30.60196545
35203204,Car/motor,95.59156108
35203204,Walk,1.529522965
35203208,Car/motor,83.93446653
35203208,Transit,26.78888501
35203209,Car/motor,124.3988635
35203209,Transit,26.09997605
35203209,Walk,1.559851487
35203210,Car/motor,70.29165349
35203211,Car/motor,71.12348983
35203212,Car/motor,118.5664826
35203212,Transit,15.4554823
35203213,Car/motor,87.03018371
35203213,Transit,21.4343594
35203214,Car/motor,135.5860651
35203214,Transit,21.51454987
35203217,Car/motor,113.5650116
35203217,Transit,39.54533876
35203218,Car/motor,191.3331594
35203218,Transit,36.66416184
35203219,Car/motor,157.6366127
35203219,Transit,14.58965798
35203220,Car/motor,77.44967777
35203220,Transit,31.14165937
35203221,Car/motor,123.9025344
35203222,Bike,204.4691209
35203222,Car/motor,153.6405375
35203222,Transit,20.77665869
35203223,Car/motor,44.80411995
35203224,Car/motor,85.05500694
35203224,Transit,28.00170378
35203225,Car/motor,111.8452327
35203226,Car/motor,139.5934435
35203226,Transit,20.76175136
35203226,Walk,1.711995432
35203227,Car/motor,106.3588712
35203227,Transit,33.05694245
35203228,Car/motor,190.7610974
35203228,Transit,23.88406798
35203229,Car/motor,107.9161812
35203230,Car/motor,161.8461464
35203230,Transit,16.48610375
35203230,Walk,1.288873653
35203231,Car/motor,222.6397978
35203232,Car/motor,139.8635933
35203232,Transit,32.97512898
35203232,Walk,1.035053561
35203233,Car/motor,127.8370179
35203233,Transit,24.6697185
35203233,Walk,0.66146651
35203234,Car/motor,123.3149523
35203234,Transit,26.54276837
35203234,Walk,0.471425269
35203235,Car/motor,120.5786434
35203236,Car/motor,191.5394416
35203236,Walk,1.164962493
35203237,Car/motor,247.4279377
35203238,Car/motor,221.4733548
35203239,Car/motor,105.5825967
35203239,Transit,22.72525935
35203239,Walk,0.815129577
35203240,Car/motor,178.5099817
35203240,Transit,12.83823836
35203241,Car/motor,141.6342378
35203241,Transit,10.91490418
35203242,Car/motor,219.4696107
35203242,Transit,14.7279603
35203243,Car/motor,125.3105158
35203244,Car/motor,131.8887349
35203244,Walk,0.437689033
35203245,Car/motor,151.1187071
35203246,Car/motor,201.7186896
35203247,Car/motor,222.7845232
35203248,Car/motor,207.3017564
35203248,Transit,16.62715047
35203249,Car/motor,198.3231473
35203249,Transit,9.971845903
35203250,Car/motor,267.1584844
35203250,Transit,15.39160278
35203251,Car/motor,165.2327147
35203251,Transit,23.60264872
35203252,Car/motor,242.8510952
35203253,Car/motor,106.7009466
35203254,Car/motor,115.2084503
35203255,Car/motor,170.4452085
35203255,Transit,11.46971383
35203256,Car/motor,217.83455
35203256,Transit,28.09718337
35203257,Car/motor,106.8331324
35203257,Transit,23.97165082
35203258,Car/motor,104.0695009
35203258,Transit,16.24178114
35203259,Car/motor,155.8685021
35203259,Transit,26.60471777
35203260,Car/motor,159.105986
35203261,Car/motor,202.5736685
35203261,Transit,11.48923894
35203263,Car/motor,99.8818715
35203264,Car/motor,130.5553185
35203264,Transit,13.02305231
35203265,Car/motor,158.4639526
35203265,Transit,25.87311698
35203266,Car/motor,119.1167905
35203266,Transit,11.10048703
35203267,Car/motor,194.9394958
35203267,Transit,25.29265177
35203268,Car/motor,162.6602989
35203268,Transit,27.56455629
35203269,Car/motor,135.9083347
35203269,Transit,23.08130489
35203271,Car/motor,87.97214902
35203271,Transit,27.27597978
35203273,Car/motor,355.2361349
35203273,Transit,84.34093795
35203274,Car/motor,129.7756126
35203274,Transit,51.63357514
35203275,Car/motor,90.35816067
35203275,Transit,27.75022438
35203276,Car/motor,165.4238336
35203276,Transit,17.4742499
35203277,Car/motor,146.8574861
35203277,Transit,9.885277308
35203278,Car/motor,96.96041476
35203278,Transit,16.7918109
35203279,Car/motor,111.0488895
35203279,Transit,12.15953923
35203280,Car/motor,117.4694873
35203280,Transit,9.193906811
35203281,Car/motor,71.43805386
35203281,Transit,5.21778071
35203282,Car/motor,89.15233809
35203282,Transit,13.07524766
35203283,Car/motor,196.9620808
35203283,Transit,12.0094143
35203284,Car/motor,104.3303582
35203285,Car/motor,117.8893709
35203285,Transit,16.24529068
35203286,Car/motor,142.3573566
35203286,Transit,0.005674512
35203287,Car/motor,114.3398325
35203288,Car/motor,275.7222084
35203288,Transit,27.14543498
35203289,Car/motor,121.1672895
35203289,Transit,30.99621488
35203289,Walk,0.345749203
35203290,Car/motor,87.31612565
35203290,Transit,22.41482803
35203291,Car/motor,83.31220614
35203291,Transit,41.52225197
35203292,Car/motor,75.53323256
35203292,Transit,7.110110947
35203293,Car/motor,44.87348578
35203294,Car/motor,175.6828277
35203294,Transit,0.002853206
35203296,Car/motor,77.1227375
35203297,Car/motor,92.06694481
35203297,Transit,24.29097397
35203298,Car/motor,113.0318439
35203298,Transit,0.003717446
35203299,Car/motor,89.78945672
35203299,Transit,11.10398766
35203300,Car/motor,177.2455499
35203300,Transit,0.001139206
35203301,Car/motor,136.4767076
35203314,Car/motor,133.5164202
35203315,Car/motor,62.85145072
35203316,Car/motor,109.6029088
35203317,Car/motor,82.45316463
35203318,Car/motor,125.9277084
35203318,Transit,0.000978184
35203321,Car/motor,43.30127965
35203322,Car/motor,112.8349102
35203322,Transit,9.905371448
35203322,Walk,0.418268009
35203323,Car/motor,55.75355039
35203323,Transit,0.0019272
35203324,Car/motor,98.50926819
35203324,Transit,13.47144975
35203330,Car/motor,100.2063289
35203330,Transit,16.38229268
35203331,Car/motor,95.55972946
35203331,Transit,15.23147637
35203332,Car/motor,103.9860908
35203332,Transit,5.460138641
35203333,Car/motor,111.3955638
35203333,Transit,16.10674548
35203334,Car/motor,98.64641049
35203334,Transit,8.671226437
35203337,Car/motor,78.76878721
35203338,Car/motor,94.33343249
35203339,Car/motor,75.26938362
35203340,Car/motor,205.0313962
35203340,Transit,0.002311731
35203342,Car/motor,127.3093747
35203342,Transit,31.37663706
35203344,Car/motor,50.33605686
35203344,Transit,11.02479061
35203345,Car/motor,151.7333257
35203345,Transit,0.000830692
35203346,Car/motor,69.43352196
35203347,Car/motor,68.50853105
35203348,Car/motor,118.6211729
35203348,Transit,28.25635284
35203348,Walk,0.347446089
35203350,Car/motor,106.3611742
35203350,Transit,5.517593433
35203351,Car/motor,120.7611871
35203351,Transit,5.369410747
35203352,Car/motor,67.14586015
35203352,Transit,17.24858692
35203353,Car/motor,61.45772833
35203353,Transit,3.427603236
35203354,Car/motor,94.24711734
35203354,Transit,3.533820654
35203355,Car/motor,103.5264553
35203356,Car/motor,135.6798497
35203356,Transit,3.775902688
35203357,Car/motor,92.19471566
35203358,Car/motor,81.57990173
35203358,Transit,0.002415781
35203359,Car/motor,111.9361467
35203359,Transit,0.002511611
35203360,Car/motor,76.34252355
35203360,Transit,5.255036041
35203361,Car/motor,103.4925494
35203361,Transit,12.11661167
35203370,Car/motor,435.5647144
35203370,Transit,36.58773437
35203371,Car/motor,298.7802368
35203371,Transit,51.24414959
35203372,Car/motor,290.1008736
35203372,Transit,30.89985938
35203373,Car/motor,78.45612652
35203373,Transit,8.664325057
35203374,Car/motor,171.3500646
35203374,Transit,20.93978156
35203375,Car/motor,83.2209069
35203375,Transit,0.002485079
35203376,Car/motor,93.431149
35203377,Car/motor,117.8939946
35203377,Transit,12.0132629
35203378,Car/motor,166.7084187
35203378,Transit,11.57065703
35203379,Car/motor,153.0374155
35203379,Transit,28.5632717
35203380,Car/motor,99.26984047
35203381,Car/motor,145.5876385
35203381,Transit,15.45778515
35203382,Car/motor,137.9472762
35203383,Car/motor,85.51917559
35203384,Car/motor,163.1057382
35203385,Car/motor,145.0953296
35203385,Transit,8.706213582
35203386,Car/motor,114.608112
35203386,Transit,18.10876201
35203387,Car/motor,133.9283095
35203387,Transit,10.60430381
35203388,Car/motor,145.1142082
35203388,Transit,11.30292614
35203389,Car/motor,93.28971095
35203389,Transit,24.6654906
35203391,Car/motor,108.5691756
35203391,Transit,20.82268186
35203392,Car/motor,45.31660478
35203393,Car/motor,248.9309424
35203393,Transit,30.50606895
35203394,Transit,3.984137116
35203395,Car/motor,135.0869558
35203395,Transit,24.97650328
35203396,Car/motor,82.37558466
35203396,Transit,0.001016921
35203399,Car/motor,148.2816403
35203399,Transit,20.54786385
35203400,Car/motor,112.3039766
35203401,Car/motor,85.83972403
35203402,Car/motor,87.77414458
35203402,Transit,20.24848102
35203404,Car/motor,311.2803829
35203404,Transit,70.40788513
35203404,Walk,0.788270632
35203405,Car/motor,195.6767525
35203405,Transit,23.53354508
35203406,Car/motor,192.7167991
35203406,Transit,37.14940304
35203407,Car/motor,70.96700502
35203407,Transit,23.46298685
35203408,Car/motor,367.1027492
35203408,Transit,55.50384866
35203409,Car/motor,150.3713849
35203410,Car/motor,73.65407337
35203410,Transit,25.07728869
35203411,Car/motor,294.678977
35203411,Transit,35.19342353
35203412,Car/motor,191.3189983
35203412,Transit,20.85673335
35203413,Car/motor,158.3099047
35203413,Transit,2.945849772
35203414,Car/motor,130.7307244
35203414,Transit,15.3482694
35203415,Car/motor,127.3342806
35203415,Transit,14.04062759
35203416,Car/motor,110.960025
35203416,Transit,23.04481336
35203417,Car/motor,94.45875573
35203417,Transit,9.85963417
35203418,Car/motor,165.4852065
35203418,Transit,40.92053339
35203418,Walk,0.289380463
35203419,Car/motor,53.18312075
35203419,Transit,15.11753478
35203420,Car/motor,189.4870052
35203420,Transit,14.22683433
35203421,Car/motor,202.9986481
35203421,Transit,15.36946321
35203422,Car/motor,160.8313457
35203422,Transit,30.37595695
35203423,Car/motor,110.7577282
35203423,Transit,11.62843799
35203427,Car/motor,208.1205065
35203427,Transit,22.57980964
35203435,Car/motor,152.2338806
35203435,Transit,40.24507863
35203439,Car/motor,92.74086678
35203439,Transit,29.75422507
35203439,Walk,0.409670341
35203440,Car/motor,85.4517031
35203440,Transit,43.04510906
35203441,Car/motor,102.5650575
35203441,Transit,10.5676786
35203442,Car/motor,80.15571088
35203443,Car/motor,93.05953608
35203443,Transit,21.67284861
35203444,Car/motor,137.1757743
35203444,Transit,12.73696866
35203445,Car/motor,104.2995033
35203445,Transit,34.82389379
35203446,Car/motor,127.6399635
35203446,Transit,18.18818704
35203447,Car/motor,133.5338731
35203447,Transit,32.72111887
35203448,Car/motor,83.02841266
35203448,Transit,48.14471765
35203449,Car/motor,184.0033546
35203449,Transit,70.99698476
35203450,Car/motor,145.6151272
35203450,Transit,39.81739725
35203451,Car/motor,136.9270841
35203451,Transit,35.66551436
35203452,Car/motor,104.4815472
35203452,Transit,34.94726743
35203458,Car/motor,69.74867564
35203458,Transit,41.86271212
35203461,Car/motor,147.297515
35203461,Transit,34.17756063
35203462,Car/motor,126.385022
35203462,Transit,11.34340545
35203463,Car/motor,103.8509707
35203463,Transit,21.04984815
35203465,Car/motor,297.1085325
35203465,Transit,79.19611486
35203466,Car/motor,239.4139136
35203466,Transit,87.02962402
35203467,Car/motor,121.2333233
35203468,Car/motor,167.7083215
35203468,Transit,28.96686109
35203469,Car/motor,60.41809706
35203469,Transit,29.25510343
35203470,Car/motor,137.9993786
35203470,Transit,67.88796055
35203471,Car/motor,89.56565155
35203471,Transit,26.27613084
35203472,Car/motor,86.93243947
35203472,Transit,19.41510441
35203479,Car/motor,121.9263899
35203479,Transit,31.59321698
35203480,Car/motor,134.8776994
35203480,Transit,22.98551934
35203483,Car/motor,137.0238056
35203483,Transit,21.60992549
35203484,Car/motor,130.777855
35203484,Transit,0.001498767
35203485,Car/motor,128.1604486
35203485,Transit,18.35677662
35203486,Car/motor,93.29593357
35203486,Transit,37.74457128
35203489,Car/motor,173.640652
35203489,Transit,7.451529723
35203490,Car/motor,132.1505621
35203490,Transit,20.69895829
35203490,Walk,0.222502023
35203491,Car/motor,173.4477458
35203491,Transit,18.5913955
35203492,Car/motor,72.40014783
35203492,Transit,21.4318254
35203493,Car/motor,115.8844244
35203493,Transit,54.68323618
35203494,Car/motor,119.9333889
35203494,Transit,21.17840455
35203495,Car/motor,92.10360633
35203495,Transit,25.59179767
35203496,Car/motor,97.21248386
35203496,Transit,12.92770911
35203498,Car/motor,108.9479757
35203498,Transit,26.06811215
35203501,Car/motor,41.4128226
35203501,Transit,12.5442841
35203502,Car/motor,122.5727705
35203502,Transit,36.20890295
35203503,Car/motor,1034.236228
35203503,Transit,219.4346998
35203503,Walk,1.438664454
35203504,Car/motor,91.01345084
35203505,Car/motor,125.9398028
35203505,Transit,35.66596978
35203506,Car/motor,131.0674444
35203506,Transit,26.60224035
35203507,Car/motor,147.6332811
35203508,Car/motor,236.5095342
35203508,Transit,16.61890932
35203509,Car/motor,95.74749847
