PRCDDA,PwMode,SA_im
35201356,Car/motor,69.73611063
35201357,Bike,431.4524805
35201357,Car/motor,189.2177885
35201357,Transit,70.23449398
35201357,Walk,6.387069242
35201358,Car/motor,85.57715033
35201358,Transit,71.2655038
35201358,Walk,1.704026008
35201359,Bike,179.5824843
35201359,Car/motor,116.9628181
35201360,Car/motor,122.4525858
35201360,Transit,53.54972263
35201361,Car/motor,130.8467105
35201361,Transit,43.4950002
35201362,Bike,250.0516105
35201362,Car/motor,191.8085334
35201362,Transit,234.0981636
35201362,Walk,3.719933448
35201363,Car/motor,78.88443591
35201363,Transit,22.71904525
35201363,Walk,2.279242031
35201364,Car/motor,156.6489003
35201364,Transit,33.43074504
35201365,Car/motor,241.3906596
35201365,Transit,55.52289006
35201365,Walk,1.759736996
35201368,Car/motor,132.2006552
35201368,Transit,26.90350698
35201369,Car/motor,114.9608923
35201369,Walk,1.961176607
35201370,Car/motor,126.4493085
35201371,Car/motor,40.18832656
35201371,Transit,48.02795864
35201372,Car/motor,143.3959197
35201372,Transit,23.45912076
35201373,Car/motor,120.0374611
35201374,Car/motor,212.7792125
35201374,Transit,30.86412922
35201374,Walk,1.429327056
35201375,Bike,306.4436896
35201375,Car/motor,128.2956438
35201375,Transit,29.82510313
35201375,Walk,1.240741619
35201376,Car/motor,235.2872952
35201376,Transit,49.37913424
35201377,Car/motor,71.30525321
35201378,Car/motor,155.3764184
35201378,Transit,29.52092029
35201378,Walk,2.346394572
35201379,Car/motor,146.0479755
35201379,Transit,32.04111171
35201379,Walk,2.953834111
35201380,Car/motor,116.3969747
35201380,Transit,24.18351046
35201380,Walk,2.065758862
35201381,Car/motor,49.84043764
35201381,Transit,15.89108377
35201381,Walk,1.707874086
35201383,Car/motor,106.4330257
35201383,Transit,18.18501211
35201384,Car/motor,154.7040231
35201384,Transit,11.34598336
35201387,Car/motor,88.66010628
35201387,Transit,26.83542172
35201388,Car/motor,233.9006732
35201388,Transit,14.35259018
35201389,Car/motor,331.7196579
35201389,Transit,21.06074857
35201390,Car/motor,137.10704
35201390,Transit,18.12700789
35201390,Walk,0.379664543
35201391,Car/motor,100.7107328
35201393,Car/motor,77.87300983
35201393,Transit,29.38520415
35201394,Car/motor,106.6300921
35201394,Transit,25.59006948
35201395,Car/motor,78.57425409
35201395,Transit,27.97029358
35201396,Car/motor,321.7670895
35201396,Transit,78.54103707
35201396,Walk,0.342101729
35201397,Car/motor,111.1608246
35201397,Transit,37.41296254
35201398,Car/motor,105.708879
35201398,Transit,5.404718034
35201399,Car/motor,126.4932974
35201399,Transit,18.24693815
35201400,Car/motor,57.85144238
35201400,Transit,20.17226802
35201401,Bike,291.3376515
35201401,Car/motor,408.7234935
35201401,Transit,143.1926009
35201401,Walk,3.969295463
35201402,Car/motor,117.8229251
35201402,Transit,31.55259839
35201402,Walk,1.948770708
35201403,Car/motor,90.19750676
35201403,Transit,43.99134748
35201404,Car/motor,31.21622861
35201404,Walk,2.413270855
35201405,Car/motor,86.49158173
35201406,Car/motor,182.3015961
35201406,Transit,35.54847313
35201407,Bike,605.1149164
35201407,Car/motor,406.2111966
35201407,Transit,30.80463459
35201407,Walk,2.553549539
35201408,Car/motor,96.26139666
35201408,Transit,17.16134576
35201409,Car/motor,75.07876615
35201409,Transit,25.55022876
35201409,Walk,1.650744254
35201410,Car/motor,91.78594047
35201410,Transit,29.60097981
35201411,Bike,290.6286303
35201411,Car/motor,32.42355769
35201411,Transit,50.7845395
35201411,Walk,3.33200915
35201412,Car/motor,140.8601794
35201413,Bike,315.8085658
35201413,Car/motor,63.52313111
35201413,Transit,13.41639732
35201414,Car/motor,77.88577195
35201414,Transit,33.05181218
35201414,Walk,3.280922972
35201415,Car/motor,49.99342338
35201415,Transit,22.65089867
35201416,Bike,204.125628
35201416,Car/motor,31.39955499
35201416,Transit,20.82734079
35201417,Car/motor,68.25773782
35201417,Transit,9.350600166
35201417,Walk,2.756510289
35201418,Bike,242.6875683
35201418,Car/motor,41.69964381
35201418,Transit,22.35919306
35201418,Walk,2.35389576
35201419,Bike,436.8382178
35201420,Car/motor,104.6576764
35201420,Transit,33.50711445
35201421,Bike,533.277795
35201421,Car/motor,55.18004158
35201421,Transit,14.22407266
35201422,Car/motor,46.28811251
35201422,Transit,27.5692322
35201422,Walk,3.01135659
35201423,Car/motor,83.15582402
35201423,Transit,27.81955799
35201426,Car/motor,115.5241086
35201426,Transit,14.35954259
35201427,Car/motor,47.90397268
35201427,Transit,34.60139062
35201428,Car/motor,109.8674
35201428,Transit,23.62526491
35201428,Walk,6.622862746
35201429,Bike,518.0182774
35201429,Car/motor,67.8389514
35201429,Transit,12.79905951
35201430,Bike,334.0162978
35201430,Car/motor,58.33079798
35201430,Transit,17.69852015
35201430,Walk,3.074417947
35201431,Car/motor,50.04729412
35201431,Transit,15.15139441
35201431,Walk,3.252257388
35201432,Bike,493.4045257
35201432,Car/motor,72.18337906
35201432,Walk,4.986890266
35201433,Car/motor,72.43711863
35201433,Transit,36.9797639
35201433,Walk,7.838538626
35201434,Car/motor,169.1253046
35201434,Transit,35.7664607
35201435,Car/motor,46.1554726
35201435,Walk,4.158432447
35201436,Car/motor,44.05076589
35201436,Transit,23.6506562
35201436,Walk,7.954122381
35201437,Car/motor,61.99722017
35201437,Transit,13.90110961
35201437,Walk,5.855786986
35201438,Car/motor,149.3091385
35201438,Transit,18.2479967
35201438,Walk,3.025405771
35201439,Car/motor,95.20742552
35201439,Walk,5.319873352
35201440,Bike,387.2833497
35201440,Car/motor,117.3967587
35201440,Transit,22.43147852
35201441,Car/motor,71.82125302
35201441,Walk,8.005617058
35201442,Car/motor,212.0526485
35201442,Transit,48.62186866
35201442,Walk,4.278417551
35201443,Bike,335.8348799
35201443,Car/motor,34.42991192
35201443,Transit,16.25963608
35201443,Walk,2.079570148
35201444,Bike,244.3981478
35201444,Car/motor,77.40180313
35201444,Transit,37.77110739
35201445,Car/motor,54.59787172
35201445,Walk,4.927555344
35201446,Bike,399.5106699
35201446,Car/motor,18.46765572
35201446,Walk,2.716818539
35201447,Car/motor,41.80802208
35201447,Transit,18.59015991
35201447,Walk,3.182381297
35201448,Car/motor,22.35306502
35201448,Transit,37.50140432
35201449,Car/motor,47.96992702
35201449,Transit,9.436086535
35201449,Walk,2.034217096
35201451,Car/motor,62.15178873
35201452,Bike,508.8274609
35201452,Car/motor,512.9989933
35201452,Transit,101.1063396
35201452,Walk,4.647611107
35201459,Car/motor,30.07219843
35201459,Transit,37.58293364
35201460,Bike,467.9817469
35201460,Car/motor,56.43395136
35201460,Transit,41.18988448
35201463,Car/motor,170.7716489
35201463,Transit,88.65846861
35201463,Walk,2.519003974
35201464,Car/motor,32.75719711
35201464,Transit,52.02936684
35201464,Walk,1.339136176
35201466,Car/motor,157.335125
35201466,Transit,0.001757167
35201467,Car/motor,252.5980379
35201467,Transit,21.7166167
35201468,Transit,26.40969395
35201469,Car/motor,768.479456
35201469,Transit,0.05224258
35201471,Car/motor,171.6521714
35201471,Transit,23.10790007
35201477,Car/motor,69.14159631
35201477,Transit,33.48855192
35201478,Car/motor,104.6817196
35201478,Transit,23.01515824
35201479,Car/motor,64.63484888
35201480,Car/motor,148.1985539
35201480,Transit,25.39919345
35201481,Car/motor,176.6525852
35201482,Car/motor,139.2024355
35201482,Transit,28.19256345
35201482,Walk,1.688835895
35201483,Car/motor,141.4359168
35201483,Transit,28.68314652
35201485,Car/motor,162.5185252
35201485,Transit,0.001293594
35201486,Car/motor,76.25376075
35201486,Transit,23.30740252
35201487,Car/motor,198.5963906
35201487,Transit,60.09533136
35201488,Car/motor,178.6179297
35201488,Transit,30.76532809
35201489,Car/motor,94.76501975
35201489,Transit,29.74472383
35201490,Car/motor,65.73584634
35201490,Transit,29.57434153
35201491,Car/motor,204.9706345
35201491,Transit,23.84280072
35201492,Car/motor,110.5317487
35201492,Transit,44.60603497
35201493,Car/motor,294.1889475
35201493,Transit,35.93774056
35201494,Car/motor,262.7548776
35201494,Transit,20.7198622
35201494,Walk,0.794450936
35201495,Car/motor,278.3790809
35201496,Car/motor,288.6285217
35201496,Transit,0.010529899
35201497,Car/motor,188.3150918
35201497,Transit,13.43692182
35201498,Car/motor,169.4033717
35201499,Car/motor,227.3792405
35201500,Car/motor,123.1086941
35201501,Car/motor,225.6807455
35201502,Car/motor,201.7674317
35201502,Transit,0.001493405
35201503,Car/motor,171.2763461
35201504,Car/motor,106.1311931
35201505,Car/motor,149.6794885
35201505,Transit,17.64701546
35201506,Car/motor,198.9495841
35201506,Transit,23.47756797
35201507,Car/motor,117.6361009
35201507,Transit,47.77671311
35201508,Car/motor,191.7862248
35201508,Transit,37.06890588
35201509,Car/motor,246.554747
35201510,Car/motor,134.7006244
35201510,Transit,18.66379399
35201511,Car/motor,108.6472413
35201511,Transit,0.014675309
35201512,Car/motor,162.839238
35201512,Transit,9.014025958
35201513,Car/motor,146.6433739
35201513,Transit,16.31676376
35201514,Car/motor,211.7657737
35201514,Transit,22.8497257
35201515,Car/motor,179.4403775
35201515,Transit,13.67029468
35201516,Car/motor,236.6133489
35201516,Transit,11.23157824
35201517,Car/motor,129.404176
35201517,Transit,18.22778423
35201518,Car/motor,137.923249
35201518,Transit,21.79613139
35201519,Car/motor,478.675713
35201519,Transit,28.07124301
35201519,Walk,0.701082496
35201520,Car/motor,206.841519
35201520,Transit,17.95380057
35201521,Car/motor,248.7382775
35201521,Transit,15.27237274
35201522,Car/motor,126.8222752
35201523,Car/motor,84.11611157
35201524,Car/motor,115.8965526
35201524,Transit,22.31606318
35201525,Car/motor,119.6875407
35201525,Walk,0.740386671
35201526,Car/motor,681.0627735
35201526,Transit,25.34424612
35201532,Car/motor,193.2514031
35201532,Transit,28.66923915
35201541,Car/motor,222.3880294
35201542,Car/motor,140.9800657
35201542,Transit,9.659923448
35201543,Car/motor,116.2885085
35201543,Transit,6.087361081
35201544,Car/motor,141.9282548
35201544,Transit,15.82532457
35201545,Car/motor,177.7690887
35201545,Transit,4.956992267
35201547,Car/motor,208.5533295
35201547,Transit,11.38338233
35201548,Car/motor,97.72098525
35201548,Transit,17.68524644
35201552,Car/motor,108.2879436
35201552,Transit,7.599409447
35201553,Car/motor,84.15889975
35201553,Transit,17.06251972
35201554,Car/motor,143.7776889
35201555,Car/motor,217.8813268
35201555,Transit,5.709589474
35201556,Car/motor,161.8814635
35201556,Transit,7.260227531
35201557,Car/motor,96.81377516
35201557,Transit,10.82151734
35201558,Car/motor,171.9724857
35201558,Walk,0.803072276
35201559,Car/motor,138.2631584
35201559,Transit,10.82357487
35201560,Car/motor,35.32073242
35201563,Car/motor,120.4077592
35201564,Car/motor,137.7795451
35201564,Transit,17.15071641
35201565,Car/motor,117.7459861
35201565,Transit,3.111507846
35201566,Car/motor,142.0951189
35201566,Transit,11.25476476
35201567,Car/motor,191.5551112
35201567,Transit,7.738141163
35201568,Car/motor,115.7510352
35201568,Transit,15.9565654
35201569,Car/motor,95.68950315
35201569,Transit,9.945025377
35201570,Car/motor,98.37624512
35201570,Transit,7.995772748
35201571,Car/motor,115.2604612
35201572,Car/motor,120.2958776
35201573,Car/motor,180.5940401
35201573,Transit,0.017986152
35201574,Car/motor,113.8354403
35201574,Transit,11.01169424
35201575,Car/motor,146.1939329
35201575,Transit,16.0684588
35201576,Car/motor,333.0997498
35201576,Transit,40.27225876
35201577,Car/motor,120.1356823
35201577,Transit,6.627453207
35201578,Car/motor,91.29845949
35201578,Transit,0.004048654
35201579,Car/motor,156.0214449
35201579,Transit,26.95422777
35201580,Car/motor,93.36428117
35201580,Transit,10.34476811
35201581,Car/motor,132.1289036
35201581,Transit,16.60257973
35201581,Walk,0.52217851
35201582,Car/motor,65.44895458
35201583,Car/motor,281.4603312
35201584,Car/motor,125.2668205
35201585,Car/motor,134.3032051
35201585,Transit,8.948858361
35201586,Car/motor,88.01239568
35201587,Car/motor,111.1250877
35201587,Transit,6.399778816
35201588,Car/motor,146.8038143
35201588,Walk,0.431440243
35201589,Car/motor,245.0787228
35201589,Transit,5.697421423
35201590,Car/motor,111.9223707
35201590,Transit,7.270093226
35201590,Walk,0.307627197
35201591,Car/motor,44.38029614
35201591,Transit,19.10042029
35201592,Car/motor,90.55351459
35201592,Transit,7.77944473
35201592,Walk,0.423117214
35201593,Car/motor,94.00625613
35201594,Car/motor,120.228803
35201594,Transit,8.019074007
35201595,Car/motor,328.464575
35201596,Car/motor,201.5627485
35201596,Transit,3.955211666
35201597,Car/motor,273.6992582
35201598,Car/motor,132.6681422
35201598,Transit,7.579176673
35201599,Car/motor,171.4352774
35201600,Car/motor,151.5099809
35201600,Transit,9.988109397
35201601,Car/motor,236.1089912
35201601,Transit,22.02613129
35201602,Car/motor,81.81815335
35201602,Transit,8.039826173
35201603,Car/motor,128.8720688
35201604,Car/motor,166.6516324
35201605,Car/motor,159.2776643
35201607,Car/motor,209.3547239
35201607,Transit,24.99937325
35201607,Walk,0.807149005
35201608,Car/motor,98.50659621
35201609,Car/motor,98.91544147
35201609,Transit,10.20416552
35201610,Car/motor,274.3494098
35201610,Transit,9.099195999
35201611,Car/motor,199.5763042
35201612,Car/motor,76.85717545
35201613,Car/motor,71.13301953
35201613,Transit,11.42388012
35201614,Car/motor,162.3232006
35201614,Transit,7.563879257
35201615,Car/motor,104.8313867
35201616,Car/motor,153.138946
35201616,Transit,16.26083169
35201617,Car/motor,235.645776
35201617,Transit,16.64153985
35201620,Car/motor,164.4876141
35201620,Transit,16.21054647
35201621,Car/motor,63.77438503
35201622,Car/motor,69.39015693
35201622,Transit,15.38908484
35201623,Car/motor,195.7633493
35201623,Transit,0.014952689
35201623,Walk,0.525343225
35201624,Car/motor,110.1887432
35201624,Transit,5.779868271
35201625,Car/motor,89.88064528
35201626,Car/motor,65.38360234
35201627,Car/motor,143.9542494
35201629,Car/motor,59.48977269
35201630,Car/motor,140.9831917
35201631,Car/motor,102.703096
35201631,Transit,5.191618888
35201632,Car/motor,155.8136478
35201634,Car/motor,119.3125886
35201635,Car/motor,137.4328392
35201635,Transit,7.9458144
35201636,Car/motor,127.6988828
35201641,Car/motor,455.0733993
35201641,Transit,33.70789054
35201647,Car/motor,206.9404217
35201648,Car/motor,212.7879228
35201649,Car/motor,241.9618719
35201650,Car/motor,129.5060851
35201652,Car/motor,200.8952095
35201652,Transit,19.02195292
35201653,Car/motor,142.3276116
35201654,Car/motor,138.8575871
35201654,Walk,0.745605964
35201656,Car/motor,156.6092636
35201657,Car/motor,124.9834792
35201657,Transit,25.73321489
35201658,Car/motor,166.7269978
35201659,Car/motor,203.7007173
35201659,Transit,2.152858356
35201660,Car/motor,158.3389316
35201661,Car/motor,195.9711597
35201661,Transit,14.09925266
35201662,Car/motor,130.2936366
35201662,Transit,14.64263088
35201663,Car/motor,967.6098237
35201663,Transit,0.594777699
35201663,Walk,2.96156322
35201664,Car/motor,579.2404913
35201664,Transit,33.88025727
35201664,Walk,1.795601498
35201665,Car/motor,320.6391943
35201665,Transit,0.042474108
35201666,Car/motor,102.8130036
35201666,Transit,16.56337345
35201667,Car/motor,498.1258041
35201667,Transit,51.33106472
35201667,Walk,1.016836197
35201670,Car/motor,92.44278172
35201670,Transit,8.089512859
35201672,Car/motor,135.3198703
35201673,Car/motor,72.98397039
35201673,Transit,12.06113472
35201674,Car/motor,298.063316
35201674,Transit,0.01085428
35201675,Car/motor,286.6955441
35201675,Transit,32.99399567
35201676,Car/motor,199.1630638
35201676,Transit,32.20177858
35201690,Car/motor,194.9156776
35201690,Transit,16.98164653
35201691,Car/motor,158.9199857
35201692,Car/motor,224.126309
35201692,Transit,13.18773978
35201692,Walk,0.972325679
35201693,Car/motor,396.0902964
35201693,Transit,21.68110644
35201694,Car/motor,174.6490308
35201694,Transit,33.5908627
35201695,Car/motor,74.49362044
35201695,Transit,24.7105374
35201696,Car/motor,297.4816628
35201696,Transit,0.015750561
35201697,Car/motor,247.244591
35201698,Car/motor,127.3928918
35201698,Transit,27.39778176
35201699,Car/motor,198.5334501
35201700,Car/motor,183.2475663
35201701,Car/motor,167.6647706
35201702,Car/motor,193.7477344
35201703,Car/motor,190.3673646
35201704,Car/motor,192.5715564
35201705,Car/motor,180.823978
35201706,Car/motor,183.9173125
35201707,Car/motor,184.7792536
35201708,Car/motor,176.0496822
35201709,Car/motor,92.60174798
35201710,Car/motor,156.5495385
35201711,Car/motor,190.5872053
35201711,Transit,2.010613447
35201712,Car/motor,177.4035722
35201713,Car/motor,183.0349702
35201714,Car/motor,256.7347078
35201714,Transit,38.40996749
35201717,Car/motor,82.19374492
35201718,Car/motor,131.1751487
35201719,Car/motor,181.1036226
35201720,Car/motor,176.2130164
35201720,Transit,13.93758851
35201721,Car/motor,98.48922489
35201721,Transit,9.027970541
35201722,Car/motor,205.1654018
35201722,Transit,32.56984779
35201723,Car/motor,121.5083302
35201723,Transit,6.408450257
35201724,Car/motor,124.8878292
35201725,Car/motor,243.8406217
35201725,Transit,0.005729683
35201726,Car/motor,119.6711748
35201726,Transit,8.55109964
35201728,Car/motor,256.8820265
35201728,Transit,11.81666755
35201730,Car/motor,143.8458782
35201731,Car/motor,149.1161518
35201732,Car/motor,194.5961788
35201732,Transit,8.607596519
35201734,Car/motor,138.986154
35201734,Transit,15.78668986
35201735,Car/motor,53.82084926
35201735,Transit,7.288368018
35201736,Car/motor,142.9386466
35201736,Transit,14.35650944
35201737,Car/motor,149.4296172
35201737,Transit,18.24699818
35201738,Car/motor,138.2409082
35201739,Car/motor,167.2045587
35201740,Car/motor,218.4550819
35201741,Car/motor,186.8976126
35201744,Car/motor,387.1323825
35201744,Transit,27.84768117
35201744,Walk,0.430196621
35201748,Car/motor,240.5040228
35201748,Transit,32.07503797
35201749,Car/motor,68.16140087
35201749,Transit,15.33437361
35201750,Car/motor,150.7468661
35201751,Car/motor,98.91526143
35201752,Car/motor,76.57277609
35201753,Car/motor,85.09728375
35201754,Car/motor,74.10087614
35201755,Car/motor,110.7178712
35201756,Car/motor,132.008896
35201757,Car/motor,132.7468934
35201757,Transit,6.932945783
35201758,Car/motor,192.4826647
35201759,Car/motor,309.9414372
35201759,Transit,11.34691774
35201760,Car/motor,133.4013037
35201760,Transit,7.311941493
35201761,Car/motor,172.9144534
35201762,Car/motor,138.9066281
35201762,Transit,0.003114588
35201779,Car/motor,502.6191487
35201779,Transit,31.2984336
35201781,Car/motor,89.71983541
35201782,Car/motor,94.79774752
35201783,Car/motor,125.9492478
35201783,Transit,7.395837789
35201784,Car/motor,215.4606259
35201784,Transit,8.355217395
35201785,Car/motor,68.88190111
35201785,Transit,20.93316662
35201786,Car/motor,116.9965974
35201786,Transit,12.08004527
35201787,Car/motor,137.6126482
35201788,Car/motor,104.3382657
35201789,Car/motor,236.7152016
35201789,Transit,21.97432165
35201790,Car/motor,115.0096945
35201791,Car/motor,177.0915693
35201791,Transit,24.44426566
35201792,Car/motor,124.1397474
35201793,Car/motor,72.05514607
35201802,Car/motor,172.2578855
35201803,Car/motor,158.5913246
35201804,Car/motor,168.2272288
35201805,Car/motor,193.6101356
35201806,Car/motor,203.2776892
35201807,Car/motor,230.8734168
35201807,Transit,9.969077759
35201816,Car/motor,139.4231484
35201816,Transit,11.54811088
35201817,Car/motor,178.8386058
35201818,Car/motor,147.5102147
35201818,Transit,0.001247623
35201819,Car/motor,140.3840635
35201820,Car/motor,165.7036677
35201820,Transit,0.000484936
35201822,Car/motor,204.1523132
35201822,Transit,16.54396193
35201823,Car/motor,120.3509065
35201824,Car/motor,69.4527701
35201825,Car/motor,156.2983641
35201825,Transit,5.366731243
35201826,Car/motor,85.18322152
35201826,Transit,14.70499625
35201827,Car/motor,94.15506219
35201827,Transit,15.35377056
35201828,Car/motor,137.3973768
35201828,Transit,9.553321064
35201829,Car/motor,127.5738001
35201829,Transit,9.764785005
35201830,Car/motor,112.3503895
35201830,Transit,9.768606754
35201831,Car/motor,79.83967706
35201832,Car/motor,79.1251555
35201832,Transit,7.205787763
35201833,Car/motor,141.4261583
35201833,Transit,8.4186808
35201834,Car/motor,126.0931112
35201834,Transit,3.485147461
35201835,Car/motor,213.5117968
35201835,Transit,43.17299657
35201838,Car/motor,97.51038902
35201838,Transit,9.99435245
35201839,Car/motor,127.0246534
35201839,Transit,4.610573737
35201840,Car/motor,115.8700092
35201840,Transit,0.002692741
35201841,Car/motor,76.98672194
35201841,Transit,4.9002117
35201842,Car/motor,154.0155823
35201842,Transit,12.87909235
35201843,Car/motor,95.3229382
35201843,Transit,15.95443891
35201844,Car/motor,76.14445381
35201844,Transit,19.47961663
35201845,Car/motor,91.97250026
35201845,Transit,12.05438011
35201846,Car/motor,164.2133813
35201846,Transit,8.93003715
35201847,Car/motor,112.0644021
35201847,Transit,2.20594638
35201848,Car/motor,83.23648134
35201848,Transit,10.1861367
35201849,Car/motor,118.7648347
35201849,Transit,14.51597306
35201850,Car/motor,96.25329016
35201850,Transit,11.41501652
35201851,Car/motor,209.1526898
35201851,Transit,0.003986236
35201852,Car/motor,54.15308986
35201853,Car/motor,41.36078932
35201853,Transit,11.34060117
35201854,Car/motor,235.1520395
35201854,Transit,23.78994866
35201855,Car/motor,58.99088104
35201856,Car/motor,196.86659
35201856,Transit,17.18384891
35201857,Car/motor,127.0393401
35201857,Transit,12.78098006
35201858,Car/motor,77.0918489
35201858,Transit,4.15054427
35201859,Car/motor,106.7659945
35201859,Transit,3.033832421
35201860,Car/motor,92.78927349
35201860,Transit,0.002511615
35201861,Car/motor,110.1542728
35201861,Transit,0.000428156
35201862,Car/motor,147.9654732
35201862,Transit,27.05404015
35201863,Car/motor,144.1256595
35201863,Transit,0.00598438
35201864,Car/motor,84.57592524
35201864,Transit,18.27920895
35201868,Car/motor,146.5074747
35201868,Transit,0.004534587
35201869,Car/motor,50.91477317
35201869,Transit,8.171860329
35201872,Car/motor,112.1885203
35201874,Car/motor,107.7532059
35201874,Transit,15.75077599
35201875,Car/motor,209.779928
35201875,Transit,12.58275377
35201876,Car/motor,284.4624229
35201876,Transit,37.27713767
35201877,Car/motor,54.35654473
35201879,Car/motor,107.4074099
35201879,Transit,0.001438305
35201880,Car/motor,68.57833322
35201880,Transit,0.001911633
35201881,Car/motor,132.2601518
35201882,Car/motor,79.71315678
35201882,Transit,11.65557918
35201883,Car/motor,97.07172186
35201883,Transit,5.425868191
35201884,Car/motor,89.74683966
35201884,Transit,5.544237589
35201885,Car/motor,46.21117962
35201885,Transit,4.04054741
35201886,Car/motor,132.7052471
35201886,Transit,0.006130207
35201887,Car/motor,88.43604131
35201887,Transit,0.001768913
35201888,Car/motor,101.8448613
35201888,Transit,15.54508438
35201889,Car/motor,152.7002664
35201889,Transit,1.716039681
35201890,Car/motor,153.5587895
35201890,Transit,8.90414405
35201892,Car/motor,140.2888627
35201892,Transit,24.88610358
35201892,Walk,0.345406239
35201893,Car/motor,72.3387154
35201893,Transit,0.000856203
35201894,Car/motor,126.0779501
35201894,Transit,3.766440872
35201895,Car/motor,139.1502037
35201896,Car/motor,120.8971713
35201896,Transit,5.003664939
35201900,Car/motor,63.69405597
35201901,Car/motor,89.56354373
35201902,Car/motor,86.67140304
35201902,Transit,15.74973057
35201903,Car/motor,278.710766
35201903,Transit,29.59349654
35201904,Car/motor,136.0177908
35201904,Transit,10.71815064
35201905,Car/motor,123.4990251
35201905,Transit,6.641198518
35201906,Car/motor,80.006205
35201906,Transit,8.976916352
35201907,Car/motor,90.34136885
35201907,Transit,12.10544822
35201908,Car/motor,104.5179933
35201908,Transit,2.609380327
35201909,Car/motor,59.65958304
35201912,Car/motor,38.2785881
35201912,Transit,10.57121471
35201913,Car/motor,110.7505041
35201914,Car/motor,71.39031267
35201915,Car/motor,92.40897225
35201919,Car/motor,161.8799329
35201919,Transit,9.935909829
35201920,Car/motor,513.2909458
35201920,Transit,31.59031212
35201935,Car/motor,140.6719398
35201936,Car/motor,137.1405443
35201937,Car/motor,150.1988612
35201938,Car/motor,212.704463
35201938,Transit,6.363643768
35201939,Car/motor,170.1115183
35201939,Transit,0.000852963
35201940,Car/motor,117.2168511
35201950,Car/motor,197.2880466
35201951,Car/motor,180.0909036
35201952,Car/motor,162.2528259
35201953,Car/motor,103.6497781
35201953,Transit,10.24992929
35201955,Car/motor,83.67937067
35201958,Car/motor,136.2125846
35201958,Transit,15.96088467
35201959,Car/motor,232.7191507
35201959,Transit,42.07499702
35201960,Car/motor,210.9388842
35201960,Transit,72.22755632
35201960,Walk,0.270027911
35201961,Car/motor,252.1962724
35201961,Transit,40.03886005
35201962,Car/motor,102.9572486
35201962,Transit,17.02300916
35201963,Car/motor,145.5311022
35201964,Car/motor,115.449181
35201964,Transit,12.26399785
35201965,Car/motor,202.3033719
35201965,Transit,6.547239347
35201966,Car/motor,161.1270395
35201967,Car/motor,54.97729326
35201968,Car/motor,79.43170432
35201968,Transit,11.7555947
35201969,Car/motor,75.50912776
35201970,Car/motor,73.0203609
35201970,Transit,11.79166962
35201971,Car/motor,99.60265623
35201971,Transit,13.27965031
35201972,Car/motor,187.3430963
35201972,Transit,42.83056853
35201973,Car/motor,162.3341645
35201973,Transit,35.29569118
35201976,Car/motor,158.1056739
35201976,Transit,0.000772637
35201977,Car/motor,234.1275919
35201977,Transit,19.53101144
35201979,Car/motor,73.56807736
35201979,Transit,13.30939184
35201983,Car/motor,65.48573402
35201984,Car/motor,93.67708292
35201984,Transit,11.33657084
35201985,Car/motor,63.55720832
35201986,Car/motor,88.07535871
35201986,Transit,11.74534724
35201987,Car/motor,152.8172803
35201987,Transit,43.69353532
35201988,Car/motor,77.15585414
35201988,Transit,5.6769306
35201989,Car/motor,72.74876724
35201989,Transit,21.5345333
35201992,Car/motor,113.8496292
35201992,Transit,10.51777964
35201993,Car/motor,229.2717976
35201993,Transit,80.84730133
35201996,Car/motor,69.81935787
35201996,Transit,9.526601595
35201997,Car/motor,80.02878488
35201997,Transit,17.034515
35201998,Car/motor,146.9139204
35201999,Car/motor,138.7595512
35201999,Transit,39.13344111
35202000,Car/motor,167.2707466
35202000,Transit,9.563670104
35202001,Car/motor,295.701462
35202001,Transit,52.07926188
35202001,Walk,0.508036485
35202002,Car/motor,116.3862266
35202002,Transit,17.03269611
35202003,Car/motor,171.2363144
35202003,Transit,60.91296854
35202003,Walk,0.548837161
35202004,Car/motor,133.9405581
35202004,Transit,34.89584669
35202005,Car/motor,87.97942151
35202005,Transit,12.7611877
35202006,Car/motor,67.7494755
35202006,Transit,18.42228165
35202007,Car/motor,101.9900381
35202007,Transit,24.00594725
35202013,Car/motor,176.3620495
35202013,Transit,109.8479978
35202013,Walk,0.998707561
35202016,Car/motor,152.7569299
35202016,Transit,0.003484709
35202017,Car/motor,386.6696836
35202017,Transit,214.9547379
35202017,Walk,0.859927581
35202018,Car/motor,103.0374864
35202018,Transit,0.009501332
35202019,Car/motor,88.68076713
35202019,Transit,18.64432441
35202020,Car/motor,76.21180071
35202020,Transit,15.02409622
35202021,Car/motor,73.8182705
35202021,Transit,25.72505363
35202022,Car/motor,62.88735138
35202023,Car/motor,227.9487024
35202023,Transit,36.27632951
35202024,Car/motor,148.0539578
35202024,Transit,21.91744163
35202025,Car/motor,90.62833872
35202026,Car/motor,33.45427586
35202026,Transit,30.01938059
35202027,Car/motor,82.498915
35202028,Car/motor,19.14428501
35202028,Transit,10.32853724
35202029,Car/motor,158.5655924
35202029,Transit,9.609471239
35202030,Car/motor,221.0467388
35202030,Transit,56.37230777
35202031,Car/motor,95.53440128
35202031,Transit,21.13145678
35202035,Car/motor,110.9589743
35202035,Transit,19.97945807
35202036,Car/motor,57.6170215
35202036,Transit,11.57754618
35202037,Car/motor,58.66829451
35202037,Transit,4.898474596
35202040,Car/motor,49.63294902
35202040,Transit,29.73909719
35202042,Car/motor,150.4936929
